path,blob_sha,lot_proprietaire,methodes,analyses_applicables,raison_exclusion
reviews/P0-2b-civ/Grok-4.5.verdict.json,380edd8b3b83bc105645b93ad79a670e42312a79,L10,SCRIPT,tally|integrite-sceau,
reviews/P0-2b-civ/Qwen3.7-Max.verdict.json,d1c65e38b9b3d094ec5062904a47ae25f5969650,L10,SCRIPT,tally|integrite-sceau,
reviews/P0-2b-civ/pack.md,86d3e76099ad057123cc2344d5b26e8d27549881,L10,SCRIPT,tally|integrite-sceau,
reviews/P0-3a-civ/Gemini-3.1-Pro.verdict.json,90b4bf9b9b185e7abea5b7c1785b0e1206e8a3ab,L10,SCRIPT,tally|integrite-sceau,
reviews/P0-3a-civ/Grok-4.5.verdict.json,2a1fde1ac37d5b4397dc2edd302572df7f45b00d,L10,SCRIPT,tally|integrite-sceau,
reviews/P0-3a-civ/Qwen3.7-Max.verdict.json,9daf34b71a9f6068633f1373202d640c3d4d3448,L10,SCRIPT,tally|integrite-sceau,
reviews/P0-3a-civ/pack.md,1031b0d52263c39ca4b25cb6bdb9c3447501ce87,L10,SCRIPT,tally|integrite-sceau,
reviews/P0-3b-civ/Gemini-3.1-Pro.verdict.json,4c3480c09acee78c7a481942063b76ee9fd23cc5,L10,SCRIPT,tally|integrite-sceau,
reviews/P0-3b-civ/Grok-4.5.verdict.json,835c44a0887e5f8a71a153c5619a6ff5f307fb2c,L10,SCRIPT,tally|integrite-sceau,
reviews/P0-3b-civ/Qwen3.7-Max.verdict.json,58ff9f0e5720b72059e30e8e1c7d0a631cf69adf,L10,SCRIPT,tally|integrite-sceau,
reviews/P0-3b-civ/pack.md,84d1b538e21e63fb11ab5f04595bdfb08dd23045,L10,SCRIPT,tally|integrite-sceau,
reviews/P1-1-civ/Gemini-3.1-Pro.verdict.json,930313e08fffbe17cb35668c13f6f2d96799660c,L10,SCRIPT,tally|integrite-sceau,
reviews/P1-1-civ/Grok-4.5.verdict.json,ac84e68cc5661859dc8e6b284d288001342529e2,L10,SCRIPT,tally|integrite-sceau,
reviews/P1-1-civ/Qwen3.7-Max.verdict.json,4d6d9f40b4cc05e704ac0b3f451100bfbc5ae76e,L10,SCRIPT,tally|integrite-sceau,
reviews/P1-1-civ/pack.md,2e4a2218b5405a24a5cb83cb0a5666e5786ebb54,L10,SCRIPT,tally|integrite-sceau,
reviews/P1-2/Gemini-3.1-Pro.verdict.json,aceec39aa2ce61b97c03dd7a15bab45f719bc847,L10,SCRIPT,tally|integrite-sceau,
reviews/P1-2/Grok-4.5.verdict.json,01f1cb15b4f41fdba9062dd1ba2333367334f664,L10,SCRIPT,tally|integrite-sceau,
reviews/P1-2/Qwen3.7-Max.verdict.json,8d5877ea2d2cc1bd6cefaead00e0b4eacab218f7,L10,SCRIPT,tally|integrite-sceau,
reviews/P1-34/Gemini-3.1-Pro.verdict.json,62dd531146a691d52cf3746979619b7ff7fceacd,L10,SCRIPT,tally|integrite-sceau,
reviews/P1-34/Grok-4.5.verdict.json,31c528993081cd1e7f45093fc9ba58d1d4feb097,L10,SCRIPT,tally|integrite-sceau,
reviews/P1-34/Qwen3.7-Max.verdict.json,159044fb62b036b762531f78c03c9867e0705c02,L10,SCRIPT,tally|integrite-sceau,
reviews/P2-1/Gemini-3.1-Pro.verdict.json,b7bd5818209e51bea32dddaf1feb7fec16cb5381,L10,SCRIPT,tally|integrite-sceau,
reviews/P2-1/Grok-4.5.verdict.json,57da555e8adb385c950a92e2c4b1f77648d3d8b1,L10,SCRIPT,tally|integrite-sceau,
reviews/P2-1/Qwen3.7-Max.verdict.json,d817e356d0fa20ff63b91fd22cc6bc81c71ba3d5,L10,SCRIPT,tally|integrite-sceau,
reviews/P2-2/Gemini-3.1-Pro.verdict.json,92906c365a2839a84d41b48e44942b09b03fda8a,L10,SCRIPT,tally|integrite-sceau,
reviews/P2-2/Grok-4.5.verdict.json,9791c6c88bc95dfe198a3b04a942d434f15543c3,L10,SCRIPT,tally|integrite-sceau,
reviews/P2-2/Qwen3.7-Max.verdict.json,5a8b3c34b76a2972910d2ead439a9101822f50de,L10,SCRIPT,tally|integrite-sceau,
reviews/PERF-030A/GLM-5.2.verdict.json,001ebc74bc6b14115171fc041805ef2257c8d042,L10,SCRIPT,tally|integrite-sceau,
reviews/PERF-030A/Grok-4.5.verdict.json,c387ba39529acc39ed8630ffe8a789fb844c8209,L10,SCRIPT,tally|integrite-sceau,
reviews/PERF-030A/Qwen3.7-Max.verdict.json,a92da25c99b0fb2e41b83aba35217f5f666134a1,L10,SCRIPT,tally|integrite-sceau,
reviews/PERF-030B/GLM-5.2.verdict.json,52a77a66687bb2f1566ac06491849edaf0ee21e6,L10,SCRIPT,tally|integrite-sceau,
reviews/PERF-030B/Grok-4.5.verdict.json,b24293ff0450c81da9ddc3ccfaf2b9623b5b6ede,L10,SCRIPT,tally|integrite-sceau,
reviews/PERF-030B/Qwen3.7-Max.verdict.json,ae2658fd14a4c50475751b79b797fb03ce21e181,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-011/DeepSeek-V4-Pro.verdict.json,c3848cbafb2b71303f42140d73ea16a99eb9cff7,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-011/GREEN-focused.txt,0f504a03fef0aa5bcb7369be28b9027c33870136,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-011/Gemini-3.1-Pro.verdict.json,8af243e3c69d1e20cf4cd8b9dbcf93cefb004f20,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-011/Grok-4.5.verdict.json,2f4d5a98017fb5f31b6718a18ff18264f979e703,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-011/RED-reproduction.txt,f9f40a26781fd69c36ce625cb3c75ced27f831dc,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-011/REVIEW-LOG.md,347b53d2f807287dda3c5ca80435cb77407ed3fc,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-011/REVIEW-PACK.md,c50c21100e4e5cd25a0f332b49282b4ae712e3dc,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-011/evidence/COMPORTEMENT.txt,7ad2bcabf1f8c5e66b53fb4cbe1de3947ffee31e,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-011/evidence/GREEN.txt,0f504a03fef0aa5bcb7369be28b9027c33870136,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-011/evidence/RED.txt,f9f40a26781fd69c36ce625cb3c75ced27f831dc,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026A/DeepSeek-V4-Pro.verdict.json,68f1896fa5abe14997338b457d3800ce0645ee4a,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026A/GREEN-focused.txt,b6fb9da01b2b5e0d5f5e3893eef14e7b1bb0d397,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026A/Gemini-3.1-Pro.verdict.json,f5766f047efc2a6e168eaebef9661b490d1a5c0f,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026A/Qwen3.6-40B.verdict.json,c3516ba6ec3ecf1a5cf58ef19b3eb82469710a93,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026A/RED-reproduction.txt,fe007c8ea490322a4adb02547d36f67931155bf8,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026A/REFUTATION-revue1.md,a95e051a842b1265e7801e42eeefe8bd5445afae,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026A/REVIEW-PACK.md,bbf71f71d45c53709268289d407b26bccfe9e9ea,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026A/ROLLBACK.txt,d909e9e795f8b79d6ef2a47300356e9df4daeead,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026B/DeepSeek-V4-Pro.verdict.json,fa93c185f2e7bfe3aa8d0e9518dd4c444c241276,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026B/GREEN-focused.txt,2885e11bdddfa389fb332466634bfa8ffd52638d,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026B/Gemini-3.1-Pro.verdict.json,02c4a07c12b833c4cbbd23da9bd885898cf2201a,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026B/RED-reproduction.txt,960d726d134b4d125a9201f20aaebece5e926075,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026B/REVIEW-LOG.md,464f26942b4ef868406ec0bd0c44b59a95f17669,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026B/REVIEW-PACK.md,ba8b5dd7a942ef1ff3be79f1b1efcfb88caf0f54,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026B/Tencent-Hy3.verdict.json,7cacb1037f9c0a50f04cca73abcb23b7251502b0,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026B/evidence/COMPORTEMENT.txt,c6b2148a7d51e4c313e811b431fd473c5865eeb1,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026B/evidence/GREEN.txt,2885e11bdddfa389fb332466634bfa8ffd52638d,L10,SCRIPT,tally|integrite-sceau,
reviews/PLACE-026B/evidence/RED.txt,960d726d134b4d125a9201f20aaebece5e926075,L10,SCRIPT,tally|integrite-sceau,
reviews/PORT-286/DeepSeek-V4-Pro.verdict.json,e0b9155836445c4dd70c692015c154d0d513a019,L10,SCRIPT,tally|integrite-sceau,
reviews/PORT-286/Gemini-3.1-Pro-OR.verdict.json,5197c6357dc255fb5c93337b00da80ea19820659,L10,SCRIPT,tally|integrite-sceau,
reviews/PORT-286/Grok-4.5.verdict.json,e44411dfd0c2d64a8cef134201f516efacbc65b9,L10,SCRIPT,tally|integrite-sceau,
reviews/PORT-TESTPROC/DeepSeek-V4-Pro.verdict.json,0f28ef3582cb660b39d422f0e1f55d60a52af7f4,L10,SCRIPT,tally|integrite-sceau,
reviews/PORT-TESTPROC/Gemini-3.1-Pro.verdict.json,00bc0778d11e54711e40b966390b63af24789bda,L10,SCRIPT,tally|integrite-sceau,
reviews/PORT-TESTPROC/Qwen3.7-Max.verdict.json,7ea7f5f82a3e32ed790741864ce71ec11550f564,L10,SCRIPT,tally|integrite-sceau,
reviews/PROOF-ubuntu-vierge/Grok-4.5.verdict.json,8765ab26d712e3ac8d32634feb58105b47898f28,L10,SCRIPT,tally|integrite-sceau,
reviews/PROOF-ubuntu-vierge/MiMo-Pro-V2.verdict.json,d5c5fbc8df5574c07d7dd07ceadfbd1c7e549629,L10,SCRIPT,tally|integrite-sceau,
reviews/PROOF-ubuntu-vierge/Qwen3.7-Max.verdict.json,f8671a0dd69793e9af12bc157ac641240a536424,L10,SCRIPT,tally|integrite-sceau,
reviews/QA1-coderabbit/Gemini-3.1-Pro.verdict.json,010f7d5dcecacd4936c0e946366feae048e72135,L10,SCRIPT,tally|integrite-sceau,
reviews/QA1-coderabbit/LongCat-2.0.verdict.json,c28e6ed3dc2f04cffa48d574a472c4444bd1fcd2,L10,SCRIPT,tally|integrite-sceau,
reviews/QA1-coderabbit/Qwen3.7-Max.verdict.json,1575740fbe96f19628bb9b038930f09a36614341,L10,SCRIPT,tally|integrite-sceau,
reviews/QA2-sonarcloud/Gemini-3.1-Pro.verdict.json,bf232ed5425fea7521769650aebbc47ab69aad1e,L10,SCRIPT,tally|integrite-sceau,
reviews/QA2-sonarcloud/LongCat-2.0.verdict.json,bba35b197236c0dc0310202809228d53dcbfcde7,L10,SCRIPT,tally|integrite-sceau,
reviews/QA2-sonarcloud/Qwen3.7-Max.verdict.json,745503909f8853c3936ae711af0de4072c9f6b3f,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-004A/DeepSeek-V4-Pro.verdict.json,1412b0b73ad0fd8cb8ee123b50c057450b89c5f2,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-004A/Gemini-3.1-Pro.verdict.json,3293c26630bddc71d8ae051d3bb0f8fbb084db33,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-004A/Qwen3.6-40B.verdict.json,a97d845c1d80ccda780fc10030107824096aa5c4,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-004A/REFUTATION-revue1.md,545d01956f279cbc2648901e6a1f58342a5cebdb,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-004A/REVIEW-PACK.md,ffb2afa0d1340d0772f71f26c1a156a43babab14,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-004B/DeepSeek-V4-Pro.verdict.json,8eb6cde06a8163f1e71c0ae92125b31aeb1f081a,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-004B/GREEN-focused.txt,c70aa7712f486ece32d42be3301a4d796b758988,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-004B/Gemini-3.1-Pro.verdict.json,b46e9bf55af5f9489e8fece585e7821c4e8a0c6e,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-004B/Grok-4.5.verdict.json,6b4504b48276674817866b95b023fa2fb7704bb5,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-004B/RED-reproduction.txt,8fd7e9bc385cdf7b1d24f92c501f0e91d260045e,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-004B/REVIEW-LOG.md,4347a9ab87ce197a74bf2af2c8cf7aa3a7399b04,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-004B/REVIEW-PACK.md,75b6ba6642570f1d3e3a350c1dfb652b5cab9c36,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-004B/evidence/GREEN-contrat.txt,4bd96a4cc42904c52c643579254dd98e992b7126,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-004B/evidence/GREEN.txt,c70aa7712f486ece32d42be3301a4d796b758988,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-004B/evidence/RED.txt,8fd7e9bc385cdf7b1d24f92c501f0e91d260045e,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-005/DeepSeek-V4-Pro.verdict.json,71665de91933956ade185c472748c22045b41364,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-005/GREEN-focused.txt,a745f7c7a8c71c70107dd70c4cf81326e631a361,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-005/Gemini-3.1-Pro.verdict.json,5b05788fdf54f088db10bd9954bac0069e219cf7,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-005/Grok-4.5.verdict.json,261362e2c1bc85a853f79520a39b9d29c8ed4190,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-005/RED-reproduction.txt,afc96186d6f55c8417a50bc631e4280c46f2dd3b,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-005/REVIEW-LOG.md,4d3edc70935499b86850c80212b91cbac792e3d9,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-005/REVIEW-PACK.md,704ab899e07d9d0f2019eb2252f3f1a5280d5953,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-005/evidence/GREEN-e2e.txt,06fc5c9a935c10302831190473934d7bb34a3e75,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-005/evidence/GREEN.txt,41393a6e9fcdbd3ce6ab98c72f8ca86008dd35b9,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-005/evidence/RED.txt,afc96186d6f55c8417a50bc631e4280c46f2dd3b,L10,SCRIPT,tally|integrite-sceau,
reviews/RAG-005/evidence/faux-positifs.txt,ac9f574e95a895c928d1174613097586d43a828c,L10,SCRIPT,tally|integrite-sceau,
reviews/README.md,ee647a700a0d29c79e7c8cee41f47d5b06583140,L10,SCRIPT,tally|integrite-sceau,
reviews/REG-029A/DeepSeek-V4-Pro.verdict.json,539a858a105dc5a4415db040bd64db1a3d15fb73,L10,SCRIPT,tally|integrite-sceau,
reviews/REG-029A/Gemini-3.1-Pro.verdict.json,c9b7d8c545094ef3a11f2eb59a44fd5748effaef,L10,SCRIPT,tally|integrite-sceau,
reviews/REG-029A/Qwen3.7-Max.verdict.json,947a4b355d01368a26a571008f51eeafa00fe0b5,L10,SCRIPT,tally|integrite-sceau,
reviews/REG-029B/DeepSeek-V4-Pro.verdict.json,f7ae5ba5c5529404c9cb41300fa91d2fe45b7730,L10,SCRIPT,tally|integrite-sceau,
reviews/REG-029B/Gemini-3.1-Pro.verdict.json,e7b7d69897556fdcdd117a31964a01f075454560,L10,SCRIPT,tally|integrite-sceau,
reviews/REG-029B/Qwen3.7-Max.verdict.json,312f193c0dd036889e98e36e07e432e2ffb89a99,L10,SCRIPT,tally|integrite-sceau,
reviews/REL-038A/GLM-5.2.verdict.json,f43e8385f4c4fd3ac372982aca3760855d4d5ba1,L10,SCRIPT,tally|integrite-sceau,
reviews/REL-038A/Grok-4.5.verdict.json,bb1a0f38086ebdf1aa5dafb4c7cba1743b65ec39,L10,SCRIPT,tally|integrite-sceau,
reviews/REL-038A/Qwen3.7-Max.verdict.json,77f41a0fc28d3dfa288317b122822f967b853d98,L10,SCRIPT,tally|integrite-sceau,
reviews/REL-038B/GLM-5.2.verdict.json,0ae2a87f562e949e2334194faa514243f046e927,L10,SCRIPT,tally|integrite-sceau,
reviews/REL-038B/Grok-4.5.verdict.json,cf912b1a710bf4960df3a327e09da4254952c62a,L10,SCRIPT,tally|integrite-sceau,
reviews/REL-038B/Qwen3.7-Max.verdict.json,22de4bd97817b0015dd40e2c8a3944c935363341,L10,SCRIPT,tally|integrite-sceau,
reviews/REL-038C/GLM-5.2.verdict.json,59ed6fc9a7c5dece65077b3a2eaa785ac0a7e297,L10,SCRIPT,tally|integrite-sceau,
reviews/REL-038C/Grok-4.5.verdict.json,80bdb3e902d437e5bda9089189665b7a85fe01dd,L10,SCRIPT,tally|integrite-sceau,
reviews/REL-038C/Qwen3.7-Max.verdict.json,1c107112f7c3e07e06022d08de32c964b9a57148,L10,SCRIPT,tally|integrite-sceau,
reviews/RES-012A/DeepSeek-V4-Pro.verdict.json,654f7ad77d43edae8f9ac396b65886f0cb86795d,L10,SCRIPT,tally|integrite-sceau,
reviews/RES-012A/Gemini-3.1-Pro.verdict.json,99dfbef40818eaa555adb36bd817e55c6ef71ccc,L10,SCRIPT,tally|integrite-sceau,
reviews/RES-012A/Qwen3.6-40B.verdict.json,ba5504523c8c6f3aa8358ba48610d47d017ce8f8,L10,SCRIPT,tally|integrite-sceau,
reviews/RES-012A/REVIEW-PACK.md,7df9ddb095cd1b847ff868f5a14d976bc382b319,L10,SCRIPT,tally|integrite-sceau,
reviews/RES-012B/DeepSeek-V4-Pro.verdict.json,68138ec7b90e592b8490d41995437bdb120f68fe,L10,SCRIPT,tally|integrite-sceau,
reviews/RES-012B/GREEN-focused.txt,13d2c9f2b2ed619c7e2ed29bba188a19204960fa,L10,SCRIPT,tally|integrite-sceau,
reviews/RES-012B/Gemini-3.1-Pro.verdict.json,fb47775528602579b112283682c16463fc5b33d3,L10,SCRIPT,tally|integrite-sceau,
reviews/RES-012B/Grok-4.5.verdict.json,8e8b6cec15c54a1ad219bcfe4ac9c68fd63990e9,L10,SCRIPT,tally|integrite-sceau,
reviews/RES-012B/RED-reproduction.txt,426f54f1f892ef5ba00ff072f56435af0f7268f3,L10,SCRIPT,tally|integrite-sceau,
reviews/RES-012B/REVIEW-LOG.md,044d25525d944ce0801bb9c2fd25c402921e8c29,L10,SCRIPT,tally|integrite-sceau,
reviews/RES-012B/REVIEW-PACK.md,9a5dbb25588f95c95e0b6ddfc9748a5bf7ed0937,L10,SCRIPT,tally|integrite-sceau,
reviews/RES-012B/evidence/DEPLOIEMENT-REEL.txt,098721fe00cd10fcc20786323a64f50927667f61,L10,SCRIPT,tally|integrite-sceau,
reviews/RES-012B/evidence/GREEN.txt,13d2c9f2b2ed619c7e2ed29bba188a19204960fa,L10,SCRIPT,tally|integrite-sceau,
reviews/RES-012B/evidence/RED.txt,426f54f1f892ef5ba00ff072f56435af0f7268f3,L10,SCRIPT,tally|integrite-sceau,
reviews/RES-012B/evidence/mesure-litellm.txt,dadadee819e14f6be70d07fdb3539a270a1ffdd8,L10,SCRIPT,tally|integrite-sceau,
reviews/REV-043/DATA-002/DeepSeek-V4-Pro.verdict.json,4f1dd9d0642e8bbf44d4cc35fe56ebdc1f36809c,L10,SCRIPT,tally|integrite-sceau,
reviews/REV-043/DATA-002/Grok-4.5.verdict.json,1e07ee37d6c89e1ee831c73f20588ffd3ace1e40,L10,SCRIPT,tally|integrite-sceau,
reviews/REV-043/DATA-002/Qwen3.7-Max.verdict.json,3a884d86a16b4874b6dfe5bd7af0d14d9b59054d,L10,SCRIPT,tally|integrite-sceau,
reviews/REV-043/DATA-002/tally.json,f52c7f57ce1bdb3865bcaaf0271e5ac58582f4ca,L10,SCRIPT,tally|integrite-sceau,
reviews/REV-043/DATA-003/DeepSeek-V4-Pro.verdict.json,2142aef902be359a57650c04d336ae183eb148ea,L10,SCRIPT,tally|integrite-sceau,
reviews/REV-043/DATA-003/Grok-4.5.verdict.json,76178be1539a5c01340c0113bb060d4ce0a77535,L10,SCRIPT,tally|integrite-sceau,
reviews/REV-043/DATA-003/Qwen3.7-Max.verdict.json,7e72abfb85a9599010f1391346d47a60b70cdc60,L10,SCRIPT,tally|integrite-sceau,
reviews/REV-043/DATA-003/tally.json,d4c42a72bda738631922c346fe35fa9414f8a19a,L10,SCRIPT,tally|integrite-sceau,
reviews/REV-043/WEB-001/DeepSeek-V4-Pro.verdict.json,7b468a5e63d2e89f4c77d0d007f3a090037a68a4,L10,SCRIPT,tally|integrite-sceau,
reviews/REV-043/WEB-001/Grok-4.5.verdict.json,b538af26af4f134dd402b0c13a3a279ab0e13e52,L10,SCRIPT,tally|integrite-sceau,
reviews/REV-043/WEB-001/Qwen3.7-Max.verdict.json,fdfc66af05950d3e33e6578b7f68bf27d3c5546d,L10,SCRIPT,tally|integrite-sceau,
reviews/REV-043/WEB-001/tally.json,51ec387d34b0141d850dbbf2cc9ff6e579c3e0db,L10,SCRIPT,tally|integrite-sceau,
reviews/S-TAIL-tailscale-optin/Gemini-3.1-Pro.verdict.json,f1117505ef6317dbc80db6ceb98d72a2b6a15bd2,L10,SCRIPT,tally|integrite-sceau,
reviews/S-TAIL-tailscale-optin/Grok-4.5.verdict.json,5ec92cd452bafa4d42bb30dbe006fddce62b7b21,L10,SCRIPT,tally|integrite-sceau,
reviews/S-TAIL-tailscale-optin/Qwen3.7-Max.verdict.json,16b317d328142a766b632b3cad24058cd8d0b55e,L10,SCRIPT,tally|integrite-sceau,
reviews/S-TAIL-tailscale-optin/pack.md,90305bd9d2748c6249aa8287afe07993c4c9bb50,L10,SCRIPT,tally|integrite-sceau,
reviews/S-ZEN-cpu-zendnn/Gemini-3.1-Pro.verdict.json,6eecba16d3d2f253649addcaf6b1d47a1078e68f,L10,SCRIPT,tally|integrite-sceau,
reviews/S-ZEN-cpu-zendnn/Grok-4.5.verdict.json,089e21f3506129d6323e123c1661a8870fa170bf,L10,SCRIPT,tally|integrite-sceau,
reviews/S-ZEN-cpu-zendnn/Qwen3.7-Max.verdict.json,a40b2081b3719833b07fafb6b2fa550dc1c9d4e7,L10,SCRIPT,tally|integrite-sceau,
reviews/S-ZEN-cpu-zendnn/pack.md,5ac1c39a9a5327993980ffb30f75b2de64952352,L10,SCRIPT,tally|integrite-sceau,
reviews/S1-gpu-rocm-runtime/Gemini-3.1-Pro.verdict.json,7105a8101bd533a636135d8b092a9a314c1d2009,L10,SCRIPT,tally|integrite-sceau,
reviews/S1-gpu-rocm-runtime/Grok-4.5.verdict.json,3ee1ca9f42f3063e868226589889e974a918e29d,L10,SCRIPT,tally|integrite-sceau,
reviews/S1-gpu-rocm-runtime/Qwen3.7-Max.verdict.json,003f03e409e24b2ff2039fc465a5b37c44d862f2,L10,SCRIPT,tally|integrite-sceau,
reviews/S1-gpu-rocm-runtime/pack.md,55561920dfe0836f00f940be2b43df48a0e9bb9a,L10,SCRIPT,tally|integrite-sceau,
reviews/S2-gpu-reservation-vendor/Gemini-3.1-Pro.verdict.json,532ea2e3958cbd8dd9af8c32207930eb673a2e84,L10,SCRIPT,tally|integrite-sceau,
reviews/S2-gpu-reservation-vendor/Grok-4.5.verdict.json,e4bc8276173c6d30dec1dd3a806e60d30aecffde,L10,SCRIPT,tally|integrite-sceau,
reviews/S2-gpu-reservation-vendor/Qwen3.7-Max.verdict.json,70295f23c445eca7465241e54e1e266627c5c62b,L10,SCRIPT,tally|integrite-sceau,
reviews/S2-gpu-reservation-vendor/pack.md,853e6cfd34a2d2a5bbfc4ff5e86be86ed1240c9b,L10,SCRIPT,tally|integrite-sceau,
reviews/S3-amd-runtimes-k3s-gpu/Gemini-3.1-Pro.verdict.json,26480a599e24511bcbc148320087e31c1b7a626c,L10,SCRIPT,tally|integrite-sceau,
reviews/S3-amd-runtimes-k3s-gpu/Grok-4.5.verdict.json,382983a3e05af7f593bf31005dc6706c6707b387,L10,SCRIPT,tally|integrite-sceau,
reviews/S3-amd-runtimes-k3s-gpu/Qwen3.7-Max.verdict.json,deb799ca5da4a4f024834228e13582c24eaef2e5,L10,SCRIPT,tally|integrite-sceau,
reviews/S3-amd-runtimes-k3s-gpu/pack.md,17b29daba11e60f3233b28f2a89aa309c13480fc,L10,SCRIPT,tally|integrite-sceau,
reviews/S3b-amd-vulkan-runtime/Gemini-3.1-Pro.verdict.json,ecb2044bb61b69e0f8d7a6e083d57f4f75b54da2,L10,SCRIPT,tally|integrite-sceau,
reviews/S3b-amd-vulkan-runtime/Grok-4.5.verdict.json,2a1ab28806d7bda24330598ec1a49253363a84be,L10,SCRIPT,tally|integrite-sceau,
reviews/S3b-amd-vulkan-runtime/Qwen3.7-Max.verdict.json,381b07ddcc32d78260ebc06a07b8b3fd737769a1,L10,SCRIPT,tally|integrite-sceau,
reviews/S3b-amd-vulkan-runtime/pack.md,9f44d91b394e77b096c0988194eac3f388914d81,L10,SCRIPT,tally|integrite-sceau,
reviews/S4-engine-vendor-filter/Gemini-3.1-Pro.verdict.json,e5744c6055b54876b8df64cbf402baa3721bda36,L10,SCRIPT,tally|integrite-sceau,
reviews/S4-engine-vendor-filter/Grok-4.5.verdict.json,66b00dcceeb1c70e8c1bc15d291538491cb18db3,L10,SCRIPT,tally|integrite-sceau,
reviews/S4-engine-vendor-filter/Qwen3.7-Max.verdict.json,24009076f3ebbdbe56108c979fe50e12fc2bbd87,L10,SCRIPT,tally|integrite-sceau,
reviews/S4-engine-vendor-filter/pack.md,4d86b89523df3228d11f3479188cbbdb0c8971db,L10,SCRIPT,tally|integrite-sceau,
reviews/S5-intel-openvino/Gemini-3.1-Pro.verdict.json,58c810b1bde0d6b45863eff2f141ccd91926706e,L10,SCRIPT,tally|integrite-sceau,
reviews/S5-intel-openvino/Grok-4.5.verdict.json,01d2504301ab579ebca00acd9bf1ab956f6a2aae,L10,SCRIPT,tally|integrite-sceau,
reviews/S5-intel-openvino/Qwen3.7-Max.verdict.json,04484faebbbdbe354041d9dd8077f6dc3da7ad9e,L10,SCRIPT,tally|integrite-sceau,
reviews/S5-intel-openvino/pack.md,0392c3524237869c313e66f4c451a418c030ef8a,L10,SCRIPT,tally|integrite-sceau,
reviews/S6-surface-filtre-vendor/Gemini-3.1-Pro.verdict.json,aa2ad818102dbf8135780a4397d7e06f3f04ee1a,L10,SCRIPT,tally|integrite-sceau,
reviews/S6-surface-filtre-vendor/Grok-4.5.verdict.json,baa939e8391822b44d0bee4768b7244d40384ce3,L10,SCRIPT,tally|integrite-sceau,
reviews/S6-surface-filtre-vendor/Qwen3.7-Max.verdict.json,0be7de99e461621af921f46940be3ef2f9aeac4b,L10,SCRIPT,tally|integrite-sceau,
reviews/S6-surface-filtre-vendor/pack.md,3532f1f6443fdca5c59de5b6f88c03be66cb2685,L10,SCRIPT,tally|integrite-sceau,
